search URL:,https://patents.google.com/?assignee=Dell&oq=assignee:%28Dell%29
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-9858238-B2,Dual mode USB and serial console port ,"Dell Products, Lp","Jason D. Adrian, Kevin W. Mundt",2013-02-22,2015-11-02,2018-01-02,2018-01-02,https://patents.google.com/patent/US9858238B2/en,https://patentimages.storage.googleapis.com/0c/39/62/2b264298aedb45/US09858238-20180102-D00000.png
US-9568990-B2,System and method for managing power consumption of an information handling system ,Dell Products L.P.,"Yung Fa Chueh, Wen-Hung Huang, Ching Ti, So-Yu Weng",2008-10-16,2013-10-01,2017-02-14,2017-02-14,https://patents.google.com/patent/US9568990B2/en,https://patentimages.storage.googleapis.com/c8/bc/14/d068eb4f5cd4a6/US09568990-20170214-D00000.png
US-9531038-B2,System and method of cell block voltage analytics to improve balancing effectiveness and identify self-discharge rate ,"Dell Products, Lp","Richard C. Thompson, Nikhil M. Vichare",2013-07-31,2013-07-31,2016-12-27,2016-12-27,https://patents.google.com/patent/US9531038B2/en,https://patentimages.storage.googleapis.com/ca/dc/a7/927a8c793e4785/US09531038-20161227-D00000.png
US-9231863-B2,Systems and methods for a data center architecture facilitating layer 2 over layer 3 communication ,Dell Products L.P.,"Balaji Venkat Venkataswami, Bhargav Bhikkaji, NarayanaSwamy Perumal, Prasadu Beesabathina",2013-07-23,2013-07-23,2016-01-05,2016-01-05,https://patents.google.com/patent/US9231863B2/en,https://patentimages.storage.googleapis.com/b8/6e/71/af7af6eb1b8a2c/US09231863-20160105-D00000.png
US-9232678-B2,"Modular, scalable, expandable, rack-based information handling system ",Dell Products L.P.,"Edmond Bailey, John R. Stuewe, Paul W. Vancil, Kunrong Wang, German Florez-Larrahondo, Jimmy Pike, Stephen P. Rousset, Joseph Vivio",2013-12-30,2013-12-30,2016-01-05,2016-01-05,https://patents.google.com/patent/US9232678B2/en,https://patentimages.storage.googleapis.com/93/19/e1/4f5a67983f2044/US09232678-20160105-D00000.png
US-8880884-B2,System and method for enabling seamless transfer of a secure session ,"Dell Products, Lp","Philip M. Seibert, Abu Sanaullah, Charles D. Robison, JR., Claude L. Cox, Jason A. Shepherd",2012-01-16,2013-07-15,2014-11-04,2014-11-04,https://patents.google.com/patent/US8880884B2/en,https://patentimages.storage.googleapis.com/d5/39/c5/5a9d1fd708a8a6/US08880884-20141104-D00000.png
US-9727134-B2,System and method for display power management for dual screen display device ,"Dell Products, Lp","Deeder M. Aurongzeb, Lawrence E. Knepper, Rex W. Bryan, Preeth K. Srinivasan",2013-10-29,2013-10-29,2017-08-08,2017-08-08,https://patents.google.com/patent/US9727134B2/en,https://patentimages.storage.googleapis.com/ba/31/0d/0ec5bac7a2ed14/US09727134-20170808-D00000.png
US-9705729-B2,General client engine with load balancing for client-server communication ,Dell Products L.P.,"Andrew T. Fausak, Oleg Rombakh",2012-06-01,2013-06-14,2017-07-11,2017-07-11,https://patents.google.com/patent/US9705729B2/en,https://patentimages.storage.googleapis.com/65/90/4e/2f63d547442920/US09705729-20170711-D00000.png
US-9300669-B2,Runtime API framework for client-server communication ,Dell Products L.P.,"Andrew T. Fausak, Oleg Rombakh",2013-06-14,2013-06-14,2016-03-29,2016-03-29,https://patents.google.com/patent/US9300669B2/en,https://patentimages.storage.googleapis.com/ad/9a/10/52df08aab5dc53/US09300669-20160329-D00000.png
US-9716740-B2,Web-based transcoding to clients for client-server communication ,Dell Products L.P.,"Andrew T. Fausak, Oleg Rombakh",2013-06-14,2013-06-14,2017-07-25,2017-07-25,https://patents.google.com/patent/US9716740B2/en,https://patentimages.storage.googleapis.com/9a/66/50/b7f497a438864f/US09716740-20170725-D00000.png
US-9407725-B2,Generic transcoding service for client-server communication ,Dell Products L.P.,"Andrew T. Fausak, Oleg Rombakh",2013-06-14,2013-06-14,2016-08-02,2016-08-02,https://patents.google.com/patent/US9407725B2/en,https://patentimages.storage.googleapis.com/e7/04/9c/fd6b3e0e4ffb14/US09407725-20160802-D00000.png
US-8935348-B2,Message classification using legitimate contact points ,"Sonicwall, Inc.","Jonathan J. Oliver, David A. Koblas, Brian K. Wilson",2003-02-20,2013-06-08,2015-01-13,2015-01-13,https://patents.google.com/patent/US8935348B2/en,https://patentimages.storage.googleapis.com/f8/5f/8e/214496ef3906c2/US08935348-20150113-D00000.png
US-9471356-B2,Systems and methods for providing VLAN-independent gateways in a network virtualization overlay implementation ,Dell Products L.P.,"Anoop Ghanwani, Krishnamurthy Subramanian, Sanjay Sane",2013-06-12,2013-06-12,2016-10-18,2016-10-18,https://patents.google.com/patent/US9471356B2/en,https://patentimages.storage.googleapis.com/ba/3c/07/f72609e8583bb3/US09471356-20161018-D00000.png
US-9654446-B2,On-the fly pattern recognition with configurable bounds ,Sonicwall Inc.,"Thomas E. Raffill, Shunhui Zhu, Roman Yanovsky, Boris Yanovsky, John Gmuender",2007-07-27,2015-07-07,2017-05-16,2017-05-16,https://patents.google.com/patent/US9654446B2/en,https://patentimages.storage.googleapis.com/c2/c7/39/89f0bcccfbb5ee/US09654446-20170516-D00000.png
US-9059909-B2,System and method for configuration of link aggregation groups ,Dell Products L.P.,"Mukesh Moopath Velayudhan, Pathangi Narasimhan Janardhanan, Senthil Kumar Ganesan, Amita Gupta Tare",2013-06-04,2013-06-04,2015-06-16,2015-06-16,https://patents.google.com/patent/US9059909B2/en,https://patentimages.storage.googleapis.com/20/20/9a/0c0d1bba7136fd/US09059909-20150616-D00000.png
US-9059893-B2,System and method for providing private session-based access to a redirected USB device or local device ,Wyse Technology L.L.C.,Puneet KAUSHIK,2011-11-02,2013-10-02,2015-06-16,2015-06-16,https://patents.google.com/patent/US9059893B2/en,https://patentimages.storage.googleapis.com/8b/4e/7e/c4293716313b69/US09059893-20150616-D00000.png
US-9594547-B2,Method and system to manage services for multiple managed computer systems ,"Dell Marketing Usa, L.P.","Russell S. Rive, Peter Joshua Rive",2002-04-17,2013-05-16,2017-03-14,2017-03-14,https://patents.google.com/patent/US9594547B2/en,https://patentimages.storage.googleapis.com/06/1e/e0/673d096397e9bc/US09594547-20170314-D00000.png
US-9753937-B2,File aware block level deduplication ,Quest Software Inc.,"Micah Wilson, Parthiban Munusamy, Carter George, Murali Bashyam, Vinod Jayaraman, Goutham Rao",2009-09-21,2013-07-08,2017-09-05,2017-09-05,https://patents.google.com/patent/US9753937B2/en,https://patentimages.storage.googleapis.com/16/17/5f/5643abd6d8cde4/US09753937-20170905-D00000.png
US-9349016-B1,System and method for user-context-based data loss prevention ,Dell Software Inc.,"Michel Albert Brisebois, Curtis T. Johnstone",2014-06-06,2014-06-06,2016-05-24,2016-05-24,https://patents.google.com/patent/US9349016B1/en,https://patentimages.storage.googleapis.com/62/a5/f3/65c4ee745ecc84/US09349016-20160524-D00000.png
US-9189631-B2,Firmware authentication ,Dell Inc.,"Wei G. Liu, Mark W. Shutt",2013-06-07,2013-06-07,2015-11-17,2015-11-17,https://patents.google.com/patent/US9189631B2/en,https://patentimages.storage.googleapis.com/d9/25/2c/11991e06dca929/US09189631-20151117-D00000.png
US-9122810-B2,System and method for providing input/output functionality to a processing node ,"Dell Products, Lp","Robert W. Hormuth, Robert L. Winter, Shawn J. Dube, Bradley J. Booth, Geng Lin, Jimmy Pike",2012-05-18,2013-05-17,2015-09-01,2015-09-01,https://patents.google.com/patent/US9122810B2/en,https://patentimages.storage.googleapis.com/6a/49/74/43c5aacef4078e/US09122810-20150901-D00000.png
US-8954610-B2,System-wide time synchronization across power management interfaces and sensor data ,Dell Products L.P.,"Stuart Allen Berke, George Richards, III, Mark Muccini",2010-07-21,2013-07-10,2015-02-10,2015-02-10,https://patents.google.com/patent/US8954610B2/en,https://patentimages.storage.googleapis.com/0e/21/6f/7c53475d4a2899/US08954610-20150210-D00000.png
US-9405776-B2,Remote backup and restore ,Dell Software Inc.,"Kenneth Preslan, Matthew T. O'Keefe, Todd Ortberg",2008-09-25,2013-04-24,2016-08-02,2016-08-02,https://patents.google.com/patent/US9405776B2/en,https://patentimages.storage.googleapis.com/69/b9/a9/a16e6b100a37fd/US09405776-20160802-D00000.png
US-9880754-B2,System and method for enabling transportability of a non volatile dual inline memory module ,"Dell Products, Lp",Stuart Allen Berke,2014-07-09,2014-07-09,2018-01-30,2018-01-30,https://patents.google.com/patent/US9880754B2/en,https://patentimages.storage.googleapis.com/42/52/f6/0f2ff029d655c3/US09880754-20180130-D00000.png
US-9367558-B2,Methods and apparatus for efficient compression and deduplication ,Dell Products L.P.,"Goutham Rao, Murali Bashyam, Vinod Jayaraman",2009-11-23,2013-04-15,2016-06-14,2016-06-14,https://patents.google.com/patent/US9367558B2/en,https://patentimages.storage.googleapis.com/d6/e7/50/c38b2fa2d9b016/US09367558-20160614-D00000.png
US-9368300-B2,Systems and methods for lighting spring loaded mechanical key switches ,Dell Products Lp,"Mark A. Casparian, Frank C. Azor, Joe A. Olmsted",2013-08-29,2013-08-29,2016-06-14,2016-06-14,https://patents.google.com/patent/US9368300B2/en,https://patentimages.storage.googleapis.com/1b/cc/5e/0202cdd37e7cbd/US09368300-20160614-D00000.png
US-8938802-B2,System and method for run-time attack prevention ,"Dell Products, Lp","Andy Davenport, Hunter King, Jon R. Ramsey",2008-11-19,2013-07-01,2015-01-20,2015-01-20,https://patents.google.com/patent/US8938802B2/en,https://patentimages.storage.googleapis.com/e2/08/0e/98ea0daaa651f8/US08938802-20150120-D00000.png
US-9804657-B2,System and method for controlling temperature in an information handling system ,Dell Products L.P.,"David L. Moss, Paul Artman, Tyler Duncan",2010-03-10,2013-08-09,2017-10-31,2017-10-31,https://patents.google.com/patent/US9804657B2/en,https://patentimages.storage.googleapis.com/4e/25/51/ebcb04faca9a82/US09804657-20171031-D00000.png
US-8639962-B2,Power profiling application for managing power allocation in an information handling system ,Dell Products L.P.,"Michael A. Brundridge, Alan Brumley",2006-05-04,2013-03-06,2014-01-28,2014-01-28,https://patents.google.com/patent/US8639962B2/en,https://patentimages.storage.googleapis.com/d3/43/44/d0590473be062d/US08639962-20140128-D00000.png
US-8819334-B2,Solid state drive data storage system and method ,Compellent Technologies,"Lawrence E. Aszmann, Michael J. Klemm, Michael H. Pittelko",2009-07-13,2013-06-17,2014-08-26,2014-08-26,https://patents.google.com/patent/US8819334B2/en,https://patentimages.storage.googleapis.com/ff/9b/17/93525c926632ef/US08819334-20140826-D00000.png
US-8619426-B2,"System, apparatus and method for cooling electronic components ","Dell Products, Lp","Ahmad Chamseddine, Mark Wolfe",2011-03-14,2013-02-25,2013-12-31,2013-12-31,https://patents.google.com/patent/US8619426B2/en,https://patentimages.storage.googleapis.com/24/b4/d9/19833d1034e49b/US08619426-20131231-D00000.png
US-9456519-B2,Single unit height storage sled with lateral storage device assembly supporting hot-removal of storage devices and slidable insertion and extraction from an information handling system rack ,"Dell Products, L.P.","Edmond Bailey, Jimmy Pike, Joseph Andrew Vivio",2013-12-23,2013-12-23,2016-09-27,2016-09-27,https://patents.google.com/patent/US9456519B2/en,https://patentimages.storage.googleapis.com/b8/01/60/4fe07c35710ba5/US09456519-20160927-D00000.png
US-8856723-B2,Apparatus and method for network driver injection into target image ,Wyse Technology L.L.C.,Mandy Sui Mei Lam,2010-06-25,2013-02-27,2014-10-07,2014-10-07,https://patents.google.com/patent/US8856723B2/en,https://patentimages.storage.googleapis.com/cc/ff/06/a39b4febb6dc98/US08856723-20141007-D00000.png
US-9311318-B1,Backup systems and methods for a virtual computing environment ,Dell Software Inc.,"Delano Xavier Afonso, David Allen Feathergill, Jason Mattox, Jeremy Christopher Herman",2008-07-14,2013-02-11,2016-04-12,2016-04-12,https://patents.google.com/patent/US9311318B1/en,https://patentimages.storage.googleapis.com/bf/e1/d2/958e661781f724/US09311318-20160412-D00000.png
US-8982692-B2,System and method for rapid link failure handling ,Dell Products L.P.,"Balaji Rajagopalan, Mukesh Moopath Velayudhan, Ramkumar Krishnamoorthy, Narasimhan Ganapathiraman, Sapna Kothari, Nirupa Venkatapathy, Sanjeev Agrawal",2013-02-28,2013-02-28,2015-03-17,2015-03-17,https://patents.google.com/patent/US8982692B2/en,https://patentimages.storage.googleapis.com/bf/8c/be/cca9b29dadd50b/US08982692-20150317-D00000.png
US-8712970-B1,Recovering a database to any point-in-time in the past with guaranteed data consistency ,Dell Software Inc.,Siew Yong Sim-Tang,2007-04-09,2013-01-28,2014-04-29,2014-04-29,https://patents.google.com/patent/US8712970B1/en,https://patentimages.storage.googleapis.com/c6/fa/c0/9d17207b7f7bfc/US08712970-20140429-D00000.png
US-9014007-B2,VXLAN based multicasting systems having improved load distribution ,Dell Products L.P.,"Bhargav Bhikkaji, Balaji Venkat Venkataswami",2013-05-31,2013-05-31,2015-04-21,2015-04-21,https://patents.google.com/patent/US9014007B2/en,https://patentimages.storage.googleapis.com/fc/eb/b7/a1a850c192f1ca/US09014007-20150421-D00000.png
US-9275172-B2,Systems and methods for analyzing performance of virtual environments ,Dell Software Inc.,"John Andrew Ostermeyer, James Michael Hofer, Mark Steven Childers, Michael Hugh Condy",2008-02-13,2013-01-18,2016-03-01,2016-03-01,https://patents.google.com/patent/US9275172B2/en,https://patentimages.storage.googleapis.com/04/75/63/9526204ac854e1/US09275172-20160301-D00000.png
US-9672078-B2,Deployment and management of virtual containers ,Dell Products L.P.,"Martin Kacin, Mark Wright, Michael Gray",2008-09-09,2013-01-16,2017-06-06,2017-06-06,https://patents.google.com/patent/US9672078B2/en,https://patentimages.storage.googleapis.com/59/dc/7a/004cafdc3d3211/US09672078-20170606-D00000.png
US-9195823-B1,System and method for intercepting process creation events ,Dell Software Inc.,"Alessandro Binotto, Anton GOSTEV, Ivan Sergeevich Andreyev, Agafonov Artyom",2006-11-30,2014-01-13,2015-11-24,2015-11-24,https://patents.google.com/patent/US9195823B1/en,https://patentimages.storage.googleapis.com/c5/2b/6a/44b0375e0f400f/US09195823-20151124-D00000.png
US-8966026-B2,Systems and methods for extension of server management functions ,Dell Products Lp,"Hai T. Phung, Anand Narayanan, Charles D. Stracener, Pritesh F. Prabhu, Sanjay Rao, Weijia Zhang",2009-09-30,2013-05-21,2015-02-24,2015-02-24,https://patents.google.com/patent/US8966026B2/en,https://patentimages.storage.googleapis.com/2f/01/e2/18a744776f0373/US08966026-20150224-D00000.png
US-8959322-B2,Information handling system image management deployment of virtual machine images to physical information handling systems ,Dell Products L.P.,"John Mullin, Campbell McNeill, Christopher Speers, Dana Ragsdill, John Tracey, Lawrence Smithmier",2010-02-10,2013-09-24,2015-02-17,2015-02-17,https://patents.google.com/patent/US8959322B2/en,https://patentimages.storage.googleapis.com/35/63/9a/10e8e064a1cef7/US08959322-20150217-D00000.png
US-RE45327-E,"Apparatus, systems and methods to provide authentication services to a legacy application ","Dell Software, Inc.","John Joseph Bowers, Matthew T Peterson",2005-12-19,2013-03-07,2015-01-06,2015-01-06,https://patents.google.com/patent/USRE45327E1/en,https://patentimages.storage.googleapis.com/5d/cf/12/5d618160edf2e6/USRE045327-20150106-D00000.png
US-9350558-B2,Systems and methods for providing multicast routing in an overlay network ,Dell Products L.P.,"Anoop Ghanwani, Krishnamurthy Subramanian, Mohnish Anumala, Shivakumar Sundaram, Pathangi Janardhanan",2013-01-09,2013-01-09,2016-05-24,2016-05-24,https://patents.google.com/patent/US9350558B2/en,https://patentimages.storage.googleapis.com/3c/db/d2/921fa6d493b8ff/US09350558-20160524-D00000.png
US-9049800-B2,"Immersion server, immersion server drawer, and rack-mountable immersion server drawer-based cabinet ",Dell Products L.P.,"Austin Michael Shelnutt, James D. Curlee, Jimmy Pike, Joseph M. Sekel, Stephen P. Rousset, Joseph Vivio",2013-02-01,2013-02-01,2015-06-02,2015-06-02,https://patents.google.com/patent/US9049800B2/en,https://patentimages.storage.googleapis.com/d9/32/cb/4456b92f29bded/US09049800-20150602-D00000.png
US-9524018-B2,Adaptive integral battery pack and voltage regulator ,"Dell Products, Lp","Andrew T. Sultenfuss, Richard C. Thompson",2013-08-30,2013-08-30,2016-12-20,2016-12-20,https://patents.google.com/patent/US9524018B2/en,https://patentimages.storage.googleapis.com/0e/5a/94/89e7e37c0b5b49/US09524018-20161220-D00000.png
US-8972347-B1,"Recovering a file system to any point-in-time in the past with guaranteed structure, content consistency and integrity ",Dell Software Inc.,Siew Yong Sim-Tang,2007-03-30,2012-12-14,2015-03-03,2015-03-03,https://patents.google.com/patent/US8972347B1/en,https://patentimages.storage.googleapis.com/0d/30/03/8e6c456a63aec1/US08972347-20150303-D00000.png
US-8639974-B1,Method and system for virtual on-demand recovery ,Dell Software Inc.,Siew Yong Sim-Tang,2005-07-20,2012-12-20,2014-01-28,2014-01-28,https://patents.google.com/patent/US8639974B1/en,https://patentimages.storage.googleapis.com/f6/33/3f/e31b68100f0bbc/US08639974-20140128-D00000.png
